Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Chris Owings","PIT","AAA",31,86,316,371,76,43,15,3,15,50,41,51,1,106,2,1,1,2,4,5,0.240506329,"10030"
"Wil Myers","CIN","AAA",32,7,27,29,5,4,0,0,1,4,3,2,0,7,0,0,0,2,0,0,0.185185185,"10047"
"Billy Hamilton","CHW","AAA",32,36,95,113,17,12,3,1,1,19,4,14,0,35,1,1,2,0,8,0,0.178947368,"10199"
"Tucker Barnhart","LAD","AAA",32,7,22,27,5,4,1,0,0,4,1,5,1,10,0,0,0,2,0,0,0.227272727,"10200"
"Jose Iglesias","SDP","AAA",33,28,123,135,39,21,13,1,4,22,27,9,0,22,0,3,0,2,0,1,0.31707317,"10231"
"Randal Grichuk","COL","AAA",31,8,33,36,3,2,1,0,0,6,3,3,0,6,0,0,0,1,0,0,0.09090909,"10243"
"Francisco Arcia","WSN","AAA",33,11,32,35,7,4,3,0,0,5,3,2,0,10,1,0,0,0,0,0,0.21875,"10286"
"Rafael Ortega","NYM","AAA",32,74,281,339,64,37,18,0,9,51,41,54,0,57,1,2,1,4,14,8,0.227758007,"10323"
"Jon Singleton","HOU","AAA",31,82,298,364,86,48,15,1,22,50,57,63,1,75,0,3,0,5,1,1,0.288590604,"10441"
"Adeiny Hechavarria","KCR","AAA",34,36,127,141,28,14,8,0,6,18,24,12,1,32,1,1,0,3,0,0,0.22047244,"10459"
"Cesar Hernandez","SEA","AAA",33,43,125,164,34,26,8,0,0,27,14,37,0,34,0,1,1,5,7,2,0.272,"10556"
"David Freitas","LAD","AAA",34,29,112,129,33,21,7,0,5,17,26,12,0,24,2,3,0,2,0,0,0.294642857,"10619"
"Carlos Perez","OAK","AAA",32,4,13,15,5,3,2,0,0,6,3,1,0,0,1,0,0,0,0,0,0.384615384,"10642"
"Rob Brantly","TOR","AAA",33,46,144,177,39,28,10,0,1,22,16,18,0,21,12,3,0,3,0,0,0.270833333,"10655"
"Ryan LaMarre","MIN","AAA",34,28,93,108,19,10,6,0,3,12,12,12,0,33,3,0,0,1,7,1,0.204301075,"10700"
"Corey Dickerson","WSN","AAA",34,3,10,11,2,1,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0.2,"10762"
"Jurickson Profar","SDP","AAA",30,4,14,20,5,3,0,0,2,6,8,5,0,2,0,1,0,1,0,0,0.357142857,"10815"
"Rangel Ravelo","SDP","AAA",31,59,203,258,63,46,9,0,8,47,35,42,0,36,5,7,0,10,0,0,0.310344827,"10839"
"Adam Duvall","BOS","AAA",34,7,24,29,5,2,1,0,2,5,3,5,0,8,0,0,0,0,0,0,0.208333333,"10950"
"Elliot Soto","MIN","AAA",33,53,164,184,35,25,7,2,1,23,13,14,0,59,2,1,3,6,9,0,0.213414634,"11155"
"Kole Calhoun","NYY","AAA",35,58,232,266,69,38,17,5,9,46,46,27,0,48,4,3,0,3,0,0,0.297413793,"11200"
"Jake Marisnick","LAD","AAA",32,41,120,145,32,19,9,2,2,14,17,19,0,33,5,1,0,3,9,1,0.266666666,"11339"
"Jesus Aguilar","ATL","AAA,CPX",33,59,214,252,59,45,9,0,5,29,38,34,2,52,1,3,0,4,0,0,0.275700934,"11342"
"Delino DeShields","SEA","AAA",30,12,45,50,10,10,0,0,0,7,2,5,0,8,0,0,0,0,3,2,0.222222222,"11379"
"Drew Maggi","PIT","AA",34,36,127,141,23,18,5,0,0,13,10,9,0,27,4,0,1,1,4,0,0.181102362,"11381"
"Gary Sanchez","NYM","AAA",30,24,81,106,17,13,3,0,1,9,13,20,0,29,4,1,0,2,1,0,0.209876543,"11442"
"Tony Wolters","MIN","AAA",31,57,172,215,42,31,8,0,3,25,21,36,0,46,5,2,0,5,0,1,0.244186046,"11470"
"Dixon Machado","HOU","AAA,CPX",31,81,256,321,59,42,9,1,7,38,34,59,0,51,4,2,0,13,1,0,0.23046875,"11472"
"Henry Ramos","CIN","AAA",31,76,280,327,89,55,18,3,13,52,55,41,1,65,4,1,1,5,6,4,0.317857142,"11481"
"Yolmer Sanchez","ATL","AAA",31,117,377,481,89,64,15,2,8,55,62,89,0,106,5,9,1,1,4,3,0.23607427,"11602"
"Brandon Drury","LAA","AAA",30,3,11,13,2,1,0,0,1,1,2,1,0,5,0,1,0,0,1,0,0.181818181,"11615"
"Joc Pederson","SFG","A",31,1,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"11899"
"Hanser Alberto","CHW","AAA",30,3,9,9,4,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.444444444,"11902"
"Nick Martini","CIN","AAA",33,93,345,417,95,57,20,3,15,64,65,60,0,87,9,3,0,5,0,1,0.275362318,"12005"
"Niko Goodrum","BOS","AAA",31,65,218,286,61,43,9,1,8,49,36,66,2,60,1,1,0,1,7,3,0.279816513,"12092"
"Juniel Querecuto","STL","AAA",30,106,390,440,105,75,15,2,13,53,57,40,0,101,5,2,3,6,12,1,0.269230769,"12140"
"Ben Gamel","SDP","AAA",31,77,273,332,78,47,17,1,13,51,44,53,1,73,2,3,1,5,6,4,0.285714285,"12160"
"Jorge Bonifacio","KCR","AA",30,118,435,508,116,70,20,4,22,71,88,61,1,101,3,9,0,7,6,0,0.266666666,"12174"
"Jorge Alfaro","MIA","AAA",30,64,254,278,74,48,17,2,7,27,39,14,0,65,7,3,0,4,5,0,0.291338582,"12180"
"Jake Hager","ARI","AAA",30,56,188,209,46,25,13,5,3,29,30,14,0,47,2,2,3,10,1,3,0.244680851,"12198"
"Taylor Motter","STL","AAA",33,56,208,236,53,32,12,1,8,31,26,27,1,59,1,0,0,3,8,1,0.254807692,"12399"
"Curt Casali","CIN","AAA",34,6,23,24,6,5,1,0,0,2,0,0,0,7,1,0,0,0,0,0,0.260869565,"12510"
"Kolten Wong","LAD","AAA,CPX",32,5,16,19,7,4,2,0,1,3,6,2,0,2,1,0,0,0,0,0,0.4375,"12532"
"C.J. Cron","COL","CPX",33,2,4,7,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0.25,"12546"
"John Hicks","PHI","AAA",33,54,180,206,38,23,12,0,3,26,23,19,0,56,2,4,1,5,11,1,0.211111111,"12547"
"Trevor Story","BOS","AA,AAA",30,13,40,48,12,4,4,0,4,8,9,7,0,13,1,0,0,2,1,0,0.3,"12564"
"Brad Miller","TEX","AA,AAA",33,15,54,66,11,7,1,0,3,7,6,10,0,20,1,1,0,3,0,0,0.203703703,"12775"
"Shawn Armstrong","TBR","AAA",32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12857"
"James McCann","BAL","A+,AA",33,4,16,17,4,4,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0.25,"12859"
"Phillip Evans","ARI","AAA",30,128,481,590,150,113,24,2,11,107,88,92,4,75,8,9,0,18,2,2,0.311850311,"12950"
"Michael Perez","NYM","AAA",30,70,230,270,47,31,7,0,9,27,27,34,1,64,2,3,1,4,0,0,0.204347826,"12977"
"Jose Briceno","KCR","AA,AAA",30,49,177,189,40,27,4,0,9,18,24,10,0,44,2,0,0,5,0,0,0.2259887,"13151"
"Jorge Polanco","MIN","A,AAA",29,15,50,60,14,11,2,0,1,8,2,8,0,16,1,1,0,1,0,0,0.28,"13152"
"Ildemaro Vargas","WSN","AAA",31,3,10,11,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.1,"13324"
"Jake Lamb","NYY","AAA",32,85,291,357,84,58,15,0,11,48,55,58,0,71,8,0,0,9,2,0,0.288659793,"13329"
"Omar Narvaez","NYM","A+,AAA",31,6,19,24,4,3,1,0,0,3,4,5,0,5,0,0,0,0,0,0,0.210526315,"13338"
"Tyler Naquin","MIL","AAA",32,68,245,269,63,44,10,0,9,31,30,19,0,81,3,1,1,10,3,0,0.257142857,"13359"
"Stephen Piscotty","CHW","AAA",32,51,177,206,41,25,10,0,6,27,32,24,0,38,3,2,0,9,0,0,0.231638418,"13367"
"Erik Gonzalez","CHW","AAA",31,131,453,493,123,95,21,2,5,47,59,32,0,104,3,2,3,17,3,4,0.271523178,"13369"
"Wynton Bernard","TOR","AAA",32,126,506,571,153,105,36,1,11,97,65,56,0,103,5,4,0,18,41,7,0.302371541,"13408"
"Roman Quinn","MIL","AAA",30,48,140,177,26,15,8,1,2,22,24,26,0,61,5,1,5,1,16,1,0.185714285,"13546"
"Jesse Winker","MIL","A+,AAA",29,27,83,108,25,17,4,0,4,15,9,25,0,15,0,0,0,2,0,3,0.301204819,"13590"
"Jose Peraza","NYM","A,AAA,CPX",29,49,159,177,41,30,8,1,2,26,11,6,0,32,10,1,1,5,1,0,0.257861635,"13593"
"Patrick Wisdom","CHC","AAA",31,3,10,12,2,0,1,0,1,2,2,2,0,5,0,0,0,0,0,0,0.2,"13602"
"Carson Kelly","ARI","AAA",28,8,29,34,10,7,3,0,0,5,4,3,0,8,1,1,0,0,0,0,0.344827586,"13620"
"Corey Seager","TEX","AA",29,3,8,9,2,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0.25,"13624"
"Preston Tucker","SDP","AAA",32,55,191,240,56,29,13,3,11,47,40,43,1,43,5,1,0,2,1,0,0.293193717,"13633"
"Jack Lopez","LAA","AAA",30,93,347,380,96,59,18,6,13,50,74,26,1,89,4,1,2,8,10,6,0.27665706,"13663"
"Tyrone Taylor","MIL","AAA",29,12,49,56,12,5,2,1,4,11,12,4,0,12,3,0,0,1,2,0,0.244897959,"13675"
"David Dahl","SDP","AAA",29,71,281,313,78,43,26,0,9,44,49,31,0,50,1,0,0,10,3,0,0.277580071,"13744"
"Elier Hernandez","TEX","AAA",28,137,554,612,165,106,36,5,18,98,99,50,0,126,5,3,0,13,9,6,0.297833935,"13750"
"Tomas Nido","NYM","A,AAA",29,43,150,161,41,33,3,0,5,21,14,11,0,30,0,0,0,9,0,0,0.273333333,"13755"
"Chris Taylor","LAD","A,CPX",32,2,5,7,2,1,0,0,1,1,1,2,0,2,0,0,0,0,0,0,0.4,"13757"
"Travis Jankowski","TEX","AAA",32,3,10,12,3,2,1,0,0,1,2,2,0,3,0,0,0,0,0,0,0.3,"13768"
"Matt Reynolds","CIN","AAA",32,115,444,515,118,55,38,3,22,76,90,60,1,141,3,8,0,14,8,0,0.265765765,"13788"
"Kevin Plawecki","WSN","AAA",32,67,239,269,65,46,14,1,4,28,29,26,0,47,3,1,0,12,0,0,0.271966527,"13807"
"Joey Wendle","MIA","AAA",33,8,37,37,7,3,1,1,2,5,8,0,0,9,0,0,0,1,1,0,0.189189189,"13853"
"Anthony Bemboom","BAL","A+,AAA",33,40,137,155,39,30,4,2,3,19,17,17,0,29,1,0,0,1,1,1,0.284671532,"13854"
"Tyler Heineman","PIT","AAA",32,42,135,165,31,24,4,1,2,23,19,25,0,35,1,1,3,0,5,0,0.229629629,"13897"
"Eric Haase","CLE","AAA",30,8,26,30,4,3,0,0,1,1,2,3,0,8,0,1,0,0,0,0,0.153846153,"14111"
"Joey Gallo","MIN","AAA",29,9,29,34,5,2,1,0,2,2,6,4,0,11,0,1,0,0,0,0,0.172413793,"14128"
"Tim Lopes","SDP","AAA",29,121,475,550,134,96,23,2,13,88,56,72,0,123,2,1,0,16,42,8,0.282105263,"14137"
"Daniel Robertson","ATL","AAA",29,54,177,211,39,29,6,1,3,25,20,24,0,37,8,2,0,14,0,0,0.220338983,"14145"
"Byron Buxton","MIN","AAA",29,4,12,14,2,2,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0.166666666,"14161"
"Andrew Velazquez","ATL","AAA,CPX",28,40,144,167,31,20,6,2,3,21,13,20,0,52,0,0,3,2,8,1,0.215277777,"14196"
"Mitch Haniger","SFG","AAA",32,9,30,35,5,3,0,0,2,3,3,2,0,4,3,0,0,1,0,0,0.166666666,"14274"
"Wilmer Difo","NYY","AAA",31,96,284,336,59,43,10,1,5,46,24,46,0,69,3,2,1,5,23,9,0.207746478,"14320"
"Raimel Tapia","TBR","AAA",29,29,104,124,28,21,3,0,4,19,11,18,0,28,0,2,0,1,7,2,0.269230769,"14350"
"Ronald Guzman","SFG","CPX",28,3,8,10,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0,"14388"
"Joe Hudson","ATL","AAA",32,69,220,272,51,33,9,0,9,39,37,44,0,79,6,2,0,4,4,0,0.231818181,"14412"
"Jake Cave","PHI","AAA",30,59,237,275,82,35,30,1,16,61,49,31,0,56,5,2,0,2,2,3,0.345991561,"14477"
"Pedro Severino","SDP","AAA",29,64,241,267,59,37,12,0,10,43,36,25,0,55,1,0,0,6,7,0,0.244813278,"14523"
"Nomar Mazara","WSN","AAA",28,47,173,203,46,32,8,1,5,26,22,27,1,40,0,3,0,3,0,1,0.265895953,"14553"
"Franmil Reyes","KCR","AAA",27,38,143,167,31,19,5,1,6,22,23,21,0,43,1,2,0,4,0,0,0.216783216,"14566"
"Franchy Cordero","NYY","AAA",28,82,292,350,84,56,14,1,13,53,61,53,1,77,4,1,0,6,8,1,0.287671232,"14567"
"David Bote","CHC","AAA",30,99,360,425,93,50,29,0,14,61,61,53,0,96,7,4,1,16,7,1,0.258333333,"14593"
"Manuel Margot","TBR","AAA",28,2,6,8,5,4,1,0,0,3,5,2,0,0,0,0,0,0,0,0,0.833333333,"14712"
"Brett Phillips","LAA","AAA",29,66,213,264,49,35,5,3,6,37,25,42,0,87,1,5,3,2,7,3,0.230046948,"14735"
"Yu Chang","BOS","AA,AAA",27,20,76,81,21,16,2,0,3,11,10,5,0,17,0,0,0,3,2,0,0.276315789,"14773"
"Luke Voit","MIL","AAA",32,45,156,200,41,17,8,1,15,35,43,39,0,53,4,1,0,5,0,0,0.262820512,"14811"
"Kyle Farmer","MIN","AAA",32,4,13,15,4,1,2,0,1,4,3,2,0,4,0,0,0,0,0,0,0.307692307,"14813"
"Mike Yastrzemski","SFG","AAA",32,2,5,8,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,"14854"
"Pat Valaika","LAD","AAA",30,63,210,241,49,35,7,1,6,30,36,26,1,53,1,4,0,5,2,0,0.233333333,"14885"
"Daniel Palka","NYM","AAA",31,102,371,412,88,55,15,1,17,55,60,38,1,96,2,0,0,10,3,2,0.237196765,"14897"
"Jack Reinheimer","KCR","AA",30,26,76,82,10,7,3,0,0,10,3,4,0,29,1,0,1,0,4,0,0.131578947,"14938"
"Andrew Knapp","HOU","AAA",31,93,313,358,73,48,14,2,9,36,29,38,1,94,6,0,1,5,3,1,0.233226837,"14942"
"Johan Camargo","KCR","AAA",29,51,184,209,46,31,6,0,9,21,26,23,0,37,1,1,0,9,0,0,0.25,"14950"
"Dom Nunez","CHC","AAA",28,63,193,236,36,22,9,0,5,35,22,36,0,64,4,0,3,6,4,0,0.186528497,"15055"
"Adam Engel","SEA","AAA",31,90,317,376,75,42,17,2,14,55,42,53,0,116,5,1,0,3,22,2,0.236593059,"15082"
"Jonathan Davis","DET","AAA",31,36,124,141,32,14,9,4,5,21,20,14,0,32,1,1,0,4,5,2,0.258064516,"15104"
"Tim Locastro","NYM","A,AAA,CPX",30,19,72,85,14,10,1,1,2,11,10,4,0,18,7,0,1,0,1,1,0.194444444,"15124"
"Trey Mancini","CIN","AAA",31,5,19,19,6,2,2,0,2,3,3,0,0,5,0,0,0,2,0,0,0.315789473,"15149"
"Mitch Garver","TEX","AAA",32,6,19,25,6,2,2,0,2,7,4,6,0,7,0,0,0,0,0,0,0.315789473,"15161"
"Josh VanMeter","MIL","AAA,CPX",28,51,158,210,33,23,3,1,6,34,22,49,0,46,2,1,0,4,2,1,0.208860759,"15170"
"Tim Anderson","CHW","AAA",30,3,10,10,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.2,"15172"
"Dustin Peterson","PHI","AAA",28,85,303,348,74,39,15,1,19,54,54,37,0,85,3,5,0,10,1,0,0.244224422,"15189"
"Chad Pinder","WSN","AAA",31,23,86,94,22,16,3,0,3,8,7,8,0,21,0,0,0,5,0,0,0.255813953,"15191"
"Jake Bauers","NYY","AAA",27,24,78,97,28,9,7,1,11,19,23,19,0,16,0,0,0,0,6,0,0.358974358,"15194"
"Brandon Dixon","SDP","AAA",31,59,239,273,64,40,7,2,15,39,44,28,0,85,3,3,0,3,7,0,0.267782426,"15214"
"Austin Wynns","SFG","AAA",32,4,13,15,2,0,1,0,1,4,2,1,0,4,1,0,0,0,0,0,0.153846153,"15271"
"Mike Tauchman","CHC","AAA",32,24,79,103,22,15,4,0,3,17,15,21,0,21,1,2,0,0,1,0,0.278481012,"15274"
"Garrett Cooper","MIA","AAA",32,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"15279"
"Kris Bryant","COL","AAA",31,1,4,5,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.25,"15429"
"Victor Reyes","CHW","AAA",28,128,502,546,140,90,28,2,20,75,83,36,0,124,4,4,0,16,3,1,0.278884462,"15487"
"J.P. Crawford","SEA","A+",28,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"15491"
"Jamie Westbrook","NYY","AAA",28,117,411,496,121,80,20,0,21,70,65,67,0,81,7,2,0,11,6,4,0.294403892,"15504"
"Franklin Barreto","WSN","AAA",27,29,99,111,20,9,4,0,7,17,15,9,0,29,2,0,1,0,2,0,0.202020202,"15519"
"Tyler White","MIN","AAA",32,28,101,120,26,20,4,0,2,14,10,18,1,23,1,0,0,2,0,0,0.257425742,"15564"
"Mike Ford","SEA","AAA",30,49,172,211,52,27,11,1,13,35,56,34,1,30,4,1,0,5,2,0,0.302325581,"15585"
"Billy McKinney","NYY","AAA",28,40,135,160,37,23,5,0,9,20,25,22,0,32,3,0,0,1,3,1,0.274074074,"15654"
"Reese McGuire","BOS","AAA",28,3,10,11,2,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0.2,"15674"
"Rowdy Tellez","MIL","AAA",28,8,31,34,7,4,2,0,1,4,5,3,1,7,0,0,0,1,0,0,0.225806451,"15679"
"Tyler O'Neill","STL","AAA",28,8,26,31,6,5,1,0,0,4,3,5,0,7,0,0,0,0,0,0,0.23076923,"15711"
"Tyler Wade","OAK","AAA",28,91,340,400,99,72,20,1,6,68,47,47,1,86,5,1,6,5,42,9,0.29117647,"15730"
"Yonathan Daza","COL","AAA",29,39,164,181,50,37,10,1,2,22,19,9,0,24,4,3,1,4,4,3,0.304878048,"15794"
"Jose Godoy","BAL","AAA",28,36,116,132,31,24,3,0,4,19,14,15,0,22,1,0,0,5,2,1,0.267241379,"15808"
"Erick Mejia","WSN","A+,AAA",28,79,261,302,62,41,9,3,9,42,34,34,0,61,2,4,1,3,8,1,0.237547892,"15817"
"Miguel Andujar","PIT","AAA",28,103,414,465,140,92,30,2,16,63,86,47,3,55,1,3,0,7,5,3,0.338164251,"15878"
"Luis Torrens","WSN","AAA",27,24,86,95,21,12,5,0,4,9,15,7,1,25,0,2,0,3,0,1,0.244186046,"15905"
"Austin Nola","SDP","AAA",33,8,27,30,5,4,1,0,0,5,2,3,0,8,0,0,0,0,0,0,0.185185185,"15941"
"D.J. Snelten","NYY","AAA",31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15949"
"Clint Frazier","CHW","AAA",28,78,260,316,61,33,14,2,12,38,34,47,0,86,6,3,0,11,5,4,0.234615384,"15983"
"Willy Adames","MIL","A+",27,2,6,9,2,0,1,0,1,3,1,3,1,1,0,0,0,0,1,0,0.333333333,"15986"
"Kean Wong","SEA","AAA",28,50,148,174,40,30,5,0,5,28,27,24,0,33,2,0,0,1,5,2,0.27027027,"15994"
"Cody Bellinger","CHC","AAA",27,2,7,8,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0.142857142,"15998"
"Austin Slater","SFG","AAA",30,8,21,24,7,5,1,0,1,5,6,3,0,7,0,0,0,1,1,0,0.333333333,"16153"
"Kevin Cron","OAK","AAA",30,10,45,46,6,5,1,0,0,4,6,1,0,18,0,0,0,1,0,0,0.133333333,"16211"
"Bradley Zimmer","BOS","AAA,CPX",30,82,272,319,57,38,9,2,8,43,32,37,2,119,10,0,0,4,20,6,0.209558823,"16221"
"Michael Hermosillo","NYY","AAA",28,66,207,234,46,28,5,0,13,29,35,15,0,55,9,3,0,8,8,2,0.222222222,"16285"
"Yairo Munoz","ARI","AAA",28,12,46,54,14,10,4,0,0,8,5,6,0,11,1,1,0,0,0,0,0.304347826,"16313"
"Nick Gordon","MIN","AAA",27,6,20,23,2,1,1,0,0,2,0,2,0,7,1,0,0,0,0,1,0.1,"16337"
"Pablo Reyes","BOS","AA,AAA",29,35,126,150,32,24,3,1,4,23,17,23,1,31,0,1,0,4,7,2,0.253968253,"16357"
"Oscar Mercado","LAD","AAA",28,80,308,347,92,54,21,3,14,57,62,29,0,73,6,3,1,5,28,5,0.298701298,"16375"
"Brian Navarreto","MIL","AAA",28,78,266,301,62,39,14,2,7,33,42,27,0,64,2,3,1,12,0,0,0.233082706,"16398"
"Francisco Mejia","TBR","AAA",27,20,86,92,28,18,3,1,6,13,19,4,0,21,1,1,0,2,0,0,0.325581395,"16403"
"Domingo Leyba","PIT","AA,AAA",27,72,246,281,72,52,11,1,8,29,35,31,0,44,1,2,1,3,1,1,0.292682926,"16404"
"Sergio Alcantara","ARI","AAA",26,98,336,403,90,63,17,2,8,63,51,59,1,94,1,5,2,8,0,0,0.267857142,"16417"
"Jordan Luplow","TOR","AAA,CPX",29,54,194,231,46,27,11,0,8,29,34,28,0,39,5,4,0,7,2,1,0.237113402,"16424"
"Thairo Estrada","SFG","AAA",27,3,11,11,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.09090909,"16426"
"Christian Arroyo","BOS","AAA",28,18,65,71,9,7,2,0,0,5,2,6,0,12,0,0,0,0,1,0,0.138461538,"16434"
"James Norwood","NYY","AAA",29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16440"
"Ryan O'Hearn","BAL","AAA",29,11,48,52,17,8,4,1,4,11,13,4,0,14,0,0,0,0,0,0,0.354166666,"16442"
"Jacob Nottingham","WSN","AAA",28,53,197,221,43,23,10,0,10,25,32,15,0,64,9,0,0,5,1,1,0.218274111,"16448"
"Luis Guillorme","NYM","A+,AA,AAA",28,22,73,94,13,9,3,0,1,10,6,20,1,14,1,0,0,2,0,0,0.178082191,"16451"
"Forrest Wall","ATL","AAA",27,90,354,411,99,69,16,6,8,62,43,52,0,90,2,3,0,4,52,8,0.279661016,"16496"
"Danny Jansen","TOR","AAA",28,2,8,8,4,1,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0.5,"16535"
"Kevin Padlo","LAA","AAA,CPX",26,96,347,421,90,51,26,0,13,63,51,68,1,101,2,4,0,5,9,4,0.259365994,"16593"
"Luis Urias","MIL","AAA",26,29,116,139,27,18,5,0,4,20,16,19,0,34,2,2,0,1,1,1,0.23275862,"16622"
"Greg Allen","MIL","A,AAA",30,51,167,210,42,29,9,1,3,36,19,26,0,40,13,3,1,5,28,2,0.251497005,"16623"
"Jeff Brigham","NYM","AAA",31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16631"
"Brian O'Keefe","SEA","AAA",29,91,353,403,84,36,25,0,23,63,67,46,1,99,2,2,0,11,2,3,0.237960339,"16680"
"Jason Vosler","CIN","AAA",29,92,313,363,75,39,16,0,20,55,68,45,0,94,1,4,0,4,3,1,0.239616613,"16686"
"Joshua Fuentes","ATL","AA,AAA",30,69,247,274,58,43,8,2,5,28,30,20,0,55,5,2,0,10,3,0,0.234817813,"16885"
"Colin Moran","SEA","AAA",30,40,136,158,35,26,4,0,5,19,28,19,1,33,3,0,0,4,0,0,0.257352941,"16909"
"Aramis Garcia","PHI","A+,AAA",30,56,206,222,50,24,12,0,14,28,46,8,0,61,5,3,0,3,3,0,0.242718446,"16925"
"Derek Hill","WSN","A+,AAA",27,87,334,375,105,70,18,6,11,68,51,31,0,70,3,4,3,6,17,5,0.314371257,"16947"
"Chadwick Tromp","ATL","AAA",28,65,224,268,47,28,9,0,10,32,33,43,0,54,0,1,0,5,0,0,0.209821428,"16953"
"Eddy Alvarez","MIL","AAA",33,64,206,259,59,36,14,2,7,42,31,37,0,58,6,5,5,1,17,2,0.286407766,"16959"
"Magneuris Sierra","ATL","AAA",27,61,193,216,42,33,5,2,2,26,21,21,1,55,0,1,1,3,11,1,0.21761658,"17023"
"Jose Herrera","ARI","AAA",26,28,101,119,26,19,4,1,2,19,14,15,0,20,2,0,1,4,0,0,0.257425742,"17040"
"Grayson Greiner","COL","AAA",30,20,70,79,13,8,4,0,1,10,8,6,0,32,2,0,1,2,0,1,0.185714285,"17062"
"Meibrys Viloria","BAL","AAA,CPX",26,15,46,53,11,7,2,0,2,6,4,7,0,14,0,0,0,2,1,0,0.239130434,"17109"
"Ramon Laureano","OAK","AAA",28,5,15,20,7,4,2,0,1,5,2,4,1,3,1,0,0,0,1,0,0.466666666,"17128"
"Chad Wallach","LAA","AAA",31,11,36,43,13,10,1,0,2,6,8,6,0,7,0,1,0,0,1,0,0.361111111,"17161"
"Monte Harrison","MIL","AAA",27,88,269,296,56,38,12,1,5,45,23,22,0,123,4,1,0,7,18,6,0.208178438,"17216"
"Yoan Moncada","CHW","AAA",28,13,44,50,18,12,4,0,2,7,5,6,0,13,0,0,0,0,0,0,0.409090909,"17232"
"Alex Jackson","MIL","AAA",27,59,225,248,64,36,11,1,16,42,45,18,0,62,4,1,0,5,0,0,0.284444444,"17276"
"Javy Guerra","TBR","AAA",27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17292"
"Luis Liberato","SDP","AAA",27,69,230,276,60,34,15,2,9,38,35,40,0,64,0,4,2,6,8,7,0.260869565,"17307"
"Cole Tucker","COL","AAA",26,70,268,321,75,52,17,1,5,57,35,49,0,67,1,2,1,4,7,4,0.279850746,"17326"
"Willi Castro","MIN","AAA",26,3,11,13,2,2,0,0,0,2,1,2,0,5,0,0,0,0,0,0,0.181818181,"17338"
"Jose Siri","TBR","AAA",27,2,8,8,1,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0.125,"17452"
"Narciso Crook","BOS","AAA",27,93,273,325,59,33,14,2,10,46,36,40,0,117,10,2,0,2,11,4,0.216117216,"17473"
"Eloy Jimenez","CHW","AA",26,3,8,12,1,1,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0.125,"17484"
"Vimael Machin","PHI","AAA",29,52,183,213,43,32,7,0,4,19,21,25,2,35,2,2,1,5,1,2,0.234972677,"17684"
"Kevin Newman","CIN","AAA",29,11,38,44,8,8,0,0,0,6,3,5,0,8,1,0,0,1,0,0,0.210526315,"17696"
"Matt Beaty","KCR","AAA",30,44,154,186,43,28,9,0,6,21,32,19,2,30,11,1,1,1,0,0,0.279220779,"17710"
"Steven Duggar","LAD","AAA",29,69,227,272,55,35,11,0,9,46,38,42,0,92,1,2,0,2,5,1,0.242290748,"17719"
"Trevor Megill","MIL","AAA",29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17722"
"Skye Bolt","MIL","AAA",29,64,210,248,54,39,10,2,3,36,23,33,0,60,2,3,0,4,3,1,0.257142857,"17723"
"Richie Martin","WSN","AAA",28,113,360,425,78,51,22,2,3,55,36,49,0,103,12,2,2,5,29,6,0.216666666,"17736"
"Josh Lester","BAL","AAA",28,110,432,470,111,65,21,2,23,62,87,31,2,122,2,4,0,6,2,0,0.256944444,"17737"
"Chris Shaw","CHW","AA,AAA",29,57,193,232,38,18,8,0,12,34,28,37,0,85,2,0,0,3,1,0,0.196891191,"17738"
